Inches,ScreenResolution,Cpu,Ram,Weight,TouchScreen,HDD,SSD,SSHD,FStorage,2 in 1 Convertible,Gaming,Netbook,Notebook,Ultrabook,Workstation,Android,Chrome OS,Linux,Mac OS X,No OS,Windows 10,Windows 10 S,Windows 7,macOS,LaptopPrice
14.0,4,15,8,1.32,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,131912
17.3,14,16,32,4.36,0,1000,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,322027
17.3,4,16,8,2.7,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,118666
15.6,1,15,4,1.9,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,43111
15.6,4,15,8,2.2,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,63272
13.3,4,14,4,1.71,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,57112
15.6,1,15,8,2.32,0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,51878
15.6,4,5,4,2.1,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,43032
17.3,4,16,16,4.2,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,170280
15.6,1,15,12,2.25,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,57112
15.6,4,5,6,2.1,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,57200
15.6,1,15,4,2.4,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,49192
13.3,4,15,8,1.44,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,84480
15.6,4,16,4,1.85,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,68552
15.6,4,16,16,2.6,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,212872
13.3,4,15,8,1.55,1,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,57992
15.6,4,16,16,1.8,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,184314
15.6,1,14,4,2.4,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,36150
15.6,4,16,8,2.0,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,106216
15.6,1,14,8,2.0,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,58520
14.0,4,15,8,1.25,1,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,135080
14.0,4,15,8,1.7,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,87912
15.6,14,16,16,2.5,0,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,290312
14.0,1,10,2,1.68,0,0,0,0,32,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,29040
13.3,4,16,16,0.81,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,145112
15.6,4,14,8,1.86,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,47432
14.0,1,15,8,1.6,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,99150
17.3,4,13,16,3.0,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,386232
11.6,1,10,4,1.4,1,0,128,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,41800
15.6,4,15,8,1.84,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,167200
15.6,1,15,4,2.45,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,50952
14.0,4,15,4,1.7,0,0,180,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,96448
15.6,1,16,4,2.37,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,74791
13.3,13,15,8,1.3,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,105512
15.6,4,15,8,2.2,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,96712
15.6,4,16,8,2.59,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,137368
15.6,14,16,16,4.42,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,252471
15.6,1,15,4,2.1,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,52712
15.6,4,16,8,2.5,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,92224
12.5,4,16,16,1.18,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,163592
12.3,10,15,8,1.1,1,0,256,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,137192
13.3,13,15,8,1.2,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,99352
13.3,1,14,4,1.65,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,74712
13.3,1,15,4,1.6,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,57640
17.3,1,12,4,2.8,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,41390
15.6,14,16,16,2.72,1,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,96712
13.3,4,16,8,1.31,1,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,140712
15.6,1,12,4,2.1,0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,26224
15.6,4,16,16,2.3,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,103952
15.0,4,16,16,1.71,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,158312
14.0,1,15,4,1.75,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,89760
15.6,4,16,8,2.62,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,96712
12.5,1,15,4,1.26,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,109472
15.6,4,16,12,2.3,1,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,73832
15.6,14,16,16,2.5,0,0,512,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,208560
14.0,4,14,4,1.8,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,55968
14.0,4,16,16,1.95,0,0,512,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,255112
15.6,4,12,8,2.0,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,51207
17.3,4,16,32,4.42,0,1000,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,315814
17.3,4,16,16,4.3,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,206800
14.0,4,16,16,1.47,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,155232
15.6,1,10,8,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,28952
14.0,4,16,16,1.7,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,202312
14.0,4,16,16,1.6,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,166408
15.6,4,15,8,2.2,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,95832
15.6,4,16,4,2.4,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,87912
17.3,4,16,16,4.2,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,202312
15.6,4,15,8,2.62,0,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,86680
15.6,4,16,8,2.24,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,117832
14.0,4,10,4,1.22,0,0,0,0,32,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,17855
13.3,4,16,8,1.37,1,0,512,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,173360
15.6,4,15,8,2.08,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,84392
12.0,7,11,8,0.92,0,0,0,0,512,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,102520
14.0,9,15,8,1.42,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,205040
14.0,1,10,4,1.63,0,0,0,0,32,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,26312
15.6,1,15,8,1.95,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,71280
13.9,4,16,8,1.38,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,118712
15.6,4,14,8,2.0,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,65032
15.6,4,16,8,3.14,0,0,256,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,181711
15.6,4,15,8,2.37,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,96712
13.3,4,15,8,1.29,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,131912
15.6,14,15,8,2.06,1,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,153912
11.6,1,12,4,1.63,0,0,128,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,65472
12.5,1,15,8,1.26,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,122232
15.6,1,15,4,2.1,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,68640
15.6,1,1,8,2.04,0,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,55352
15.6,14,16,16,2.62,0,0,512,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,147752
15.6,4,15,4,2.4,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,53592
17.3,4,16,12,3.74,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,153912
17.3,4,16,16,2.9,0,1000,512,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,212520
13.3,4,15,8,0.81,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,131912
15.6,4,16,8,1.98,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,84568
15.6,4,15,8,2.18,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,69503
14.0,4,16,8,1.32,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,163592
12.5,14,16,16,1.29,1,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,158312
11.6,1,10,4,1.23,0,0,0,0,16,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,33880
17.3,4,16,16,4.36,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,220442
14.0,1,15,4,1.76,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,66440
15.6,1,14,4,2.1,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,43111
14.0,1,15,4,1.25,0,0,128,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,95920
14.0,4,16,8,1.13,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,219912
15.6,4,15,8,2.4,0,0,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,105512
14.0,4,15,8,1.13,0,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,165000
14.0,1,12,4,1.75,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,43912
13.3,4,15,8,1.1,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,119504
14.0,1,14,4,1.76,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,51480
11.6,1,10,4,1.35,0,0,0,0,32,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31240
14.0,4,14,8,1.5,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,54472
17.3,14,16,32,3.49,1,0,512,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,483912
14.0,9,16,16,1.1,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,184712
15.6,4,15,4,2.1,0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,45672
14.0,4,15,8,1.7,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,104368
14.0,4,15,8,1.32,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,145200
15.6,4,16,16,3.21,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,244167
17.3,4,16,16,2.9,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,212872
15.6,1,14,4,2.0,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,58872
14.0,1,10,4,1.5,0,0,0,0,16,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,28600
15.6,4,15,8,2.3,0,128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,51920
17.3,4,16,16,2.73,0,1000,512,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,158312
17.3,4,16,32,4.42,0,1000,512,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,270414
17.3,3,15,8,2.63,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,80080
15.6,1,15,8,2.18,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,62831
14.0,4,16,8,1.54,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,164560
15.6,4,16,4,2.18,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,65032
11.6,1,10,4,1.4,1,0,0,0,32,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,54120
13.3,4,15,8,1.45,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,90288
13.3,4,15,8,1.28,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,200376
14.0,4,16,8,1.54,0,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,129184
15.6,1,10,4,1.86,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,26312
15.6,4,16,16,2.1,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,167112
17.3,4,16,8,2.83,0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,76120
14.0,4,16,8,1.96,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,167464
15.6,4,16,8,2.3,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,69256
15.6,4,15,8,1.9,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,83160
15.6,1,12,4,2.0,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,39512
13.3,4,16,8,1.28,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,225192
13.3,4,15,8,1.62,1,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,57112
15.6,4,14,4,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,41272
15.6,4,15,8,2.3,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,74858
15.6,4,15,8,1.84,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,118712
13.3,4,15,4,1.05,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,113080
15.6,4,15,8,2.5,0,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,89496
13.3,13,16,16,1.29,1,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,197120
15.6,4,15,4,2.07,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,80080
13.3,1,15,8,1.2,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,96360
13.3,4,16,8,1.37,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,171600
14.0,4,15,8,1.56,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,79376
15.6,4,16,8,2.23,0,1000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,156464
15.6,1,15,4,2.38,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,92840
15.6,4,14,4,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,42152
15.6,4,16,8,2.0,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,122144
13.3,4,14,4,1.44,0,0,180,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,64680
15.0,4,16,16,1.23,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,162712
12.5,4,16,8,1.6,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,148720
15.6,1,12,4,2.0,0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,35111
13.3,4,15,8,1.28,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,82280
15.6,4,15,4,2.18,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,80300
15.6,4,15,4,2.04,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,73832
13.3,4,15,4,1.28,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,149600
15.6,1,15,4,2.3,1,500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60262
14.1,1,10,4,1.65,0,0,0,0,32,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,30624
15.6,4,16,8,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,58872
15.6,1,12,4,2.2,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,32472
13.3,4,15,4,1.28,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,158312
15.6,1,14,4,2.18,0,1000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,40102
17.3,4,15,12,2.2,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,120551
11.6,1,10,4,1.25,0,0,0,0,32,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,26136
17.3,3,2,4,2.8,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,33352
14.0,4,15,4,1.95,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,111320
13.3,13,16,16,1.42,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,123112
15.0,4,16,8,1.17,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,149512
14.0,4,15,8,1.32,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,158312
17.3,14,16,16,2.43,0,2000,512,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,233112
13.3,4,15,8,1.05,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,129800
15.6,4,16,8,2.62,0,1000,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,81752
15.6,4,16,8,2.04,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,79200
15.6,1,14,4,2.18,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,54032
15.6,4,15,8,1.9,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,82280
13.3,13,16,8,1.24,1,0,512,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,177153
17.3,4,16,32,3.58,0,0,512,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,112552
13.3,4,16,16,1.22,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,145112
14.0,4,16,8,1.13,0,0,0,0,256,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,180312
15.6,4,15,8,1.95,0,0,512,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,172743
15.6,4,16,16,1.08,1,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,184712
12.5,4,16,8,1.26,0,0,512,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,130504
15.6,4,10,4,2.2,0,0,0,0,16,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,31592
15.6,4,15,8,2.6,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,69432
14.0,4,16,8,0.98,1,0,512,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,167112
14.0,4,15,8,1.6,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,106040
12.5,14,11,8,1.09,1,0,240,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,272800
15.6,4,16,6,2.2,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,69432
15.6,4,16,8,2.04,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,89671
15.6,4,14,4,2.4,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,43912
13.3,4,15,4,1.44,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,77528
13.3,4,15,8,1.49,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,84480
17.3,4,16,16,2.7,0,1000,256,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,140712
15.6,4,16,16,2.6,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,118712
15.6,4,15,8,2.2,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,98552
15.6,1,15,4,2.18,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,60279
15.6,4,16,8,1.84,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,114135
13.3,13,16,8,1.39,1,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,101112
15.6,4,16,16,2.4,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,173800
13.3,4,15,8,1.37,1,0,512,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,160600
15.6,1,15,4,1.95,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,64231
12.5,4,16,8,1.36,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,145200
15.6,4,15,8,2.31,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,102520
15.6,1,15,4,2.18,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,62309
14.0,1,15,4,1.95,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,101112
15.6,1,12,4,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,27192
12.5,4,15,4,1.26,0,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,138952
15.6,1,10,4,1.86,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,25423
13.3,13,16,16,1.3,1,0,1000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,158312
14.0,4,15,4,1.47,0,0,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,97240
12.5,4,15,8,1.26,0,0,256,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,146872
15.6,1,14,4,2.18,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,49157
15.6,4,16,8,2.2,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,105512
14.0,4,15,8,1.36,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,144232
17.3,9,16,16,4.36,0,1000,512,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,242704
17.3,4,15,8,2.75,0,1000,128,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,123112
17.3,3,12,4,2.8,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,46640
15.6,1,15,4,2.23,0,500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,54472
15.6,1,15,8,2.2,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,98472
11.3,4,11,8,1.1,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,114312
15.6,4,7,16,2.5,0,1000,512,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,87912
12.5,4,15,8,1.36,1,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,129554
15.6,4,16,8,2.2,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,60280
17.3,3,14,4,2.36,0,1000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,57992
14.0,1,10,4,1.68,0,0,0,0,32,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,30712
15.6,4,16,8,2.0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,197912
14.0,4,16,8,1.36,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,156200
13.3,4,15,8,1.2,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,128480
12.5,4,11,8,1.2,0,0,0,0,64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,101992
14.0,4,16,8,1.7,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,131031
17.3,14,16,16,4.36,0,1000,512,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,277552
13.3,4,15,8,1.24,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,167112
11.6,1,12,4,1.45,1,0,256,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,68200
13.3,13,16,8,1.3,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,111584
11.6,1,10,4,1.25,1,0,0,0,32,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34232
13.3,4,15,8,1.2,0,0,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,135080
12.5,4,15,8,1.36,0,0,256,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,154880
15.6,4,15,12,2.4,0,1000,128,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,88792
